stt,filename,file_path,full_text,nominal,upper_tol,lower_tol,case_type,has_fraction_line,is_boxed,angle
4173,syn_004173.png,images/syn_004173.png,15.80 -0.001/-0.003,15.80,-0.001,-0.003,stacked_fraction,True,False,0.6
4174,syn_004174.png,images/syn_004174.png,4X Ø6.5,4X Ø6.5,,,simple_thread_qty,False,False,-0.39
4175,syn_004175.png,images/syn_004175.png,C0.2,C0.2,,,simple_chamfer,False,False,29.09
4176,syn_004176.png,images/syn_004176.png,47.821 +0.005/-0.01,47.821,+0.005,-0.01,stacked_fraction,True,False,-0.5
4177,syn_004177.png,images/syn_004177.png,Ø16.350 0/-0.05,Ø16.350,0,-0.05,stacked_fraction,True,False,-0.5
4178,syn_004178.png,images/syn_004178.png,M24.50 +0.01/0,M24.50,+0.01,0,stacked_normal,False,False,0.44
4179,syn_004179.png,images/syn_004179.png,C1.0,C1.0,,,simple_chamfer,False,False,-0.39
4180,syn_004180.png,images/syn_004180.png,44.587,44.587,,,simple_nominal_plain,False,False,0.01
4181,syn_004181.png,images/syn_004181.png,"89°42'58""","89°42'58""",,,angle_dms_full,False,False,45.99
4182,syn_004182.png,images/syn_004182.png,90°±1°,90°,+1°,-1°,angle_dms_tol,False,False,29.84
4183,syn_004183.png,images/syn_004183.png,61.653±0.02,61.653,+0.02,-0.02,symmetric_tight,False,False,-0.65
4184,syn_004184.png,images/syn_004184.png,73.65 +0.01/-0.005,73.65,+0.01,-0.005,stacked_fraction,True,False,-5.59
4185,syn_004185.png,images/syn_004185.png,C0.1,C0.1,,,simple_chamfer,False,False,-16.02
4186,syn_004186.png,images/syn_004186.png,45°,45°,,,simple_angle_simple,False,False,45.7
4187,syn_004187.png,images/syn_004187.png,Ø10.50 +0.003/0,Ø10.50,+0.003,0,stacked_fraction,True,False,2.67
4188,syn_004188.png,images/syn_004188.png,R0.1MIN,R0.1MIN,,,simple_radius_corner,False,False,45.06
4189,syn_004189.png,images/syn_004189.png,50.819±0.002,50.819,+0.002,-0.002,symmetric_tight,False,False,0.53
4190,syn_004190.png,images/syn_004190.png,59.531 0/-0.01,59.531,0,-0.01,stacked_normal,False,False,0.78
4191,syn_004191.png,images/syn_004191.png,Ø2.75 +0.02/-0.005,Ø2.75,+0.02,-0.005,stacked_normal,False,False,-0.25
4192,syn_004192.png,images/syn_004192.png,0.941 +0.05/-0.01,0.941,+0.05,-0.01,stacked_fraction,True,False,-0.33
4193,syn_004193.png,images/syn_004193.png,4.026 0/-0.015,4.026,0,-0.015,stacked_fraction,True,False,0.72
4194,syn_004194.png,images/syn_004194.png,R0.0390 -0.003/-0.006,R0.0390,-0.003,-0.006,stacked_normal,False,False,-0.23
4195,syn_004195.png,images/syn_004195.png,0.652±0.015,0.652,+0.015,-0.015,symmetric_tight,False,False,-0.67
4196,syn_004196.png,images/syn_004196.png,4.04 +0.005/0,4.04,+0.005,0,stacked_fraction,True,False,0.4
4197,syn_004197.png,images/syn_004197.png,Ø11.752±0.002,Ø11.752,+0.002,-0.002,symmetric_tight,False,False,0.46
4198,syn_004198.png,images/syn_004198.png,12.155±0.025,12.155,+0.025,-0.025,symmetric_tight,False,False,-0.7
4199,syn_004199.png,images/syn_004199.png,R25 +0.003/0,R25,+0.003,0,stacked_normal,False,False,0.08
4200,syn_004200.png,images/syn_004200.png,1.25°,1.25°,,,angle_decimal_deg,False,False,-0.03
4201,syn_004201.png,images/syn_004201.png,50.00±0.1,50.00,+0.1,-0.1,symmetric_tight,False,False,3.84
4202,syn_004202.png,images/syn_004202.png,12.155±0.015,12.155,+0.015,-0.015,symmetric_tight,False,False,4.1
4203,syn_004203.png,images/syn_004203.png,C2.0,C2.0,,,simple_chamfer,False,False,-61.14
4204,syn_004204.png,images/syn_004204.png,60 +0.03/0,60,+0.03,0,stacked_normal,False,False,0.61
4205,syn_004205.png,images/syn_004205.png,Ø34.972 +0.05/0,Ø34.972,+0.05,0,stacked_normal,False,False,0.52
4206,syn_004206.png,images/syn_004206.png,4x M6,4x M6,,,simple_thread_qty,False,False,-0.58
4207,syn_004207.png,images/syn_004207.png,12° 37',12° 37',,,angle_dms_min,False,False,0.21
4208,syn_004208.png,images/syn_004208.png,"30°2'38""","30°2'38""",,,angle_dms_full,False,False,-0.68
4209,syn_004209.png,images/syn_004209.png,24.50 0/-0.005,24.50,0,-0.005,stacked_normal,False,False,0.55
4210,syn_004210.png,images/syn_004210.png,Ø0.2953 0/-0.008,Ø0.2953,0,-0.008,stacked_fraction,True,False,-0.67
4211,syn_004211.png,images/syn_004211.png,4X Ø6.5,4X Ø6.5,,,simple_thread_qty,False,False,-0.03
4212,syn_004212.png,images/syn_004212.png,C3.032 +0.005/-0.002,C3.032,+0.005,-0.002,stacked_normal,False,False,-0.08
4213,syn_004213.png,images/syn_004213.png,R3MAX,R3MAX,,,simple_radius_corner,False,False,-0.42
4214,syn_004214.png,images/syn_004214.png,Ø45.236 +0.05/-0.02,Ø45.236,+0.05,-0.02,stacked_fraction,True,False,-0.21
4215,syn_004215.png,images/syn_004215.png,16 +0.012/+0.01,16,+0.012,+0.01,stacked_fraction,True,False,-0.1
4216,syn_004216.png,images/syn_004216.png,4.04 +0.015/0,4.04,+0.015,0,stacked_fraction,True,False,0.32
4217,syn_004217.png,images/syn_004217.png,Ø24.5,Ø24.5,,,simple_diameter,False,False,-0.01
4218,syn_004218.png,images/syn_004218.png,0.25 REF,0.25 REF,,,simple_boxed_ref,False,False,-0.35
4219,syn_004219.png,images/syn_004219.png,Ø75.460 +0.012/+0.01,Ø75.460,+0.012,+0.01,stacked_fraction,True,False,0.75
4220,syn_004220.png,images/syn_004220.png,66.142±0.1,66.142,+0.1,-0.1,symmetric_tight,False,False,-0.01
4221,syn_004221.png,images/syn_004221.png,R63.757 +0.003/+0.001,R63.757,+0.003,+0.001,stacked_fraction,True,False,-0.61
4222,syn_004222.png,images/syn_004222.png,C4.04 -0.003/-0.005,C4.04,-0.003,-0.005,stacked_normal,False,False,0.36
4223,syn_004223.png,images/syn_004223.png,75.202 -0.01/-0.012,75.202,-0.01,-0.012,stacked_fraction,True,False,-0.05
4224,syn_004224.png,images/syn_004224.png,52.004 0/-0.015,52.004,0,-0.015,stacked_fraction,True,False,0.75
4225,syn_004225.png,images/syn_004225.png,8 +0.02/-0.02,8,+0.02,-0.02,stacked_normal,False,False,-0.5
4226,syn_004226.png,images/syn_004226.png,Ø17.019±0.025,Ø17.019,+0.025,-0.025,symmetric_tight,False,False,-0.27
4227,syn_004227.png,images/syn_004227.png,3.032 +0.02/0,3.032,+0.02,0,stacked_fraction,True,False,-0.51
4228,syn_004228.png,images/syn_004228.png,Ø94.998 +0.005/0,Ø94.998,+0.005,0,stacked_fraction,True,False,0.28
4229,syn_004229.png,images/syn_004229.png,12.50 +0.01/-0.01,12.50,+0.01,-0.01,stacked_fraction,True,False,-0.3
4230,syn_004230.png,images/syn_004230.png,Ø15.423 0/-0.01,Ø15.423,0,-0.01,stacked_fraction,True,False,0.77
4231,syn_004231.png,images/syn_004231.png,57.63 +0.004/+0.001,57.63,+0.004,+0.001,stacked_fraction,True,False,0.16
4232,syn_004232.png,images/syn_004232.png,86.177 0/-0.01,86.177,0,-0.01,stacked_normal,False,False,-0.23
4233,syn_004233.png,images/syn_004233.png,12.5°,12.5°,,,angle_decimal_deg,False,False,31.15
4234,syn_004234.png,images/syn_004234.png,73.65 +0.02/0,73.65,+0.02,0,stacked_fraction,True,False,-0.02
4235,syn_004235.png,images/syn_004235.png,7.525 +0.015/-0.02,7.525,+0.015,-0.02,stacked_normal,False,False,0.47
4236,syn_004236.png,images/syn_004236.png,R86.366 -0.005/-0.008,R86.366,-0.005,-0.008,stacked_fraction,True,False,-0.33
4237,syn_004237.png,images/syn_004237.png,C6.306±0.05,C6.306,+0.05,-0.05,symmetric_tight,False,False,-0.52
4238,syn_004238.png,images/syn_004238.png,0.0981 -0.01/-0.012,0.0981,-0.01,-0.012,stacked_fraction,True,False,0.06
4239,syn_004239.png,images/syn_004239.png,36.458 +0.005/0,36.458,+0.005,0,stacked_fraction,True,False,-0.22
4240,syn_004240.png,images/syn_004240.png,2.351 0/-0.008,2.351,0,-0.008,stacked_fraction,True,False,4.97
4241,syn_004241.png,images/syn_004241.png,R0.03 MAX,R0.03 MAX,,,simple_radius_corner,False,False,28.55
4242,syn_004242.png,images/syn_004242.png,Ø1.998 0/-0.003,Ø1.998,0,-0.003,stacked_fraction,True,False,-0.24
4243,syn_004243.png,images/syn_004243.png,20 +0.007/+0.005,20,+0.007,+0.005,stacked_fraction,True,False,-1.66
4244,syn_004244.png,images/syn_004244.png,R0.3674±0.05,R0.3674,+0.05,-0.05,symmetric_tight,False,False,-0.08
4245,syn_004245.png,images/syn_004245.png,Ø10.50 0/-0.01,Ø10.50,0,-0.01,stacked_fraction,True,False,-0.05
4246,syn_004246.png,images/syn_004246.png,8 -0.002/-0.007,8,-0.002,-0.007,stacked_normal,False,False,-0.12
4247,syn_004247.png,images/syn_004247.png,12.155 +0.02/-0.03,12.155,+0.02,-0.03,stacked_normal,False,False,-0.31
4248,syn_004248.png,images/syn_004248.png,28.65°,28.65°,,,angle_decimal_deg,False,False,-0.5
4249,syn_004249.png,images/syn_004249.png,5.04 +0.03/0,5.04,+0.03,0,stacked_normal,False,False,-0.07
4250,syn_004250.png,images/syn_004250.png,Ø5.04 +0.004/+0.001,Ø5.04,+0.004,+0.001,stacked_fraction,True,False,0.13
4251,syn_004251.png,images/syn_004251.png,"75°19'21""","75°19'21""",,,angle_dms_full,False,False,-30.64
4252,syn_004252.png,images/syn_004252.png,Ø3.878 0/-0.03,Ø3.878,0,-0.03,stacked_normal,False,False,-0.25
4253,syn_004253.png,images/syn_004253.png,C1.5,C1.5,,,simple_chamfer,False,False,-45.19
4254,syn_004254.png,images/syn_004254.png,25 +0.05/0,25,+0.05,0,stacked_normal,False,False,0.38
4255,syn_004255.png,images/syn_004255.png,57.63 0/-0.005,57.63,0,-0.005,stacked_normal,False,False,-0.58
4256,syn_004256.png,images/syn_004256.png,0.1588 0/-0.002,0.1588,0,-0.002,stacked_normal,False,False,-0.26
4257,syn_004257.png,images/syn_004257.png,60°,60°,,,simple_angle_simple,False,False,0.23
4258,syn_004258.png,images/syn_004258.png,R0.12,R0.12,,,simple_radius_corner,False,False,14.75
4259,syn_004259.png,images/syn_004259.png,26.197 +0.05/0,26.197,+0.05,0,stacked_normal,False,False,0.48
4260,syn_004260.png,images/syn_004260.png,79.212±0.01,79.212,+0.01,-0.01,symmetric_tight,False,False,-0.26
4261,syn_004261.png,images/syn_004261.png,0.5,0.5,,,simple_nominal_plain,False,False,-0.46
4262,syn_004262.png,images/syn_004262.png,C1.5,C1.5,,,simple_chamfer,False,False,-0.47
4263,syn_004263.png,images/syn_004263.png,100 0/-0.02,100,0,-0.02,stacked_fraction,True,False,0.24
4264,syn_004264.png,images/syn_004264.png,C0.25,C0.25,,,simple_chamfer,False,False,0.1
4265,syn_004265.png,images/syn_004265.png,Ø32.826±0.1,Ø32.826,+0.1,-0.1,symmetric_tight,False,False,-0.41
4266,syn_004266.png,images/syn_004266.png,Ø77.364 0/-0.05,Ø77.364,0,-0.05,stacked_normal,False,False,-0.56
4267,syn_004267.png,images/syn_004267.png,R12.50±0.02,R12.50,+0.02,-0.02,symmetric_tight,False,False,0.05
4268,syn_004268.png,images/syn_004268.png,14.941 0/-0.015,14.941,0,-0.015,stacked_fraction,True,False,-0.63
4269,syn_004269.png,images/syn_004269.png,60° 38',60° 38',,,angle_dms_min,False,False,60.02
4270,syn_004270.png,images/syn_004270.png,26.313±0.1,26.313,+0.1,-0.1,symmetric_tight,False,False,-0.44
4271,syn_004271.png,images/syn_004271.png,R1.5MAX,R1.5MAX,,,simple_radius_corner,False,False,14.29
4272,syn_004272.png,images/syn_004272.png,30°44',30°44',,,angle_dms_min,False,False,-45.5
4273,syn_004273.png,images/syn_004273.png,Ø12.150 0/-0.003,Ø12.150,0,-0.003,stacked_fraction,True,False,-0.7
4274,syn_004274.png,images/syn_004274.png,Ø77.318 0/-0.002,Ø77.318,0,-0.002,stacked_normal,False,False,-0.16
4275,syn_004275.png,images/syn_004275.png,120°50',120°50',,,angle_dms_min,False,False,31.43
4276,syn_004276.png,images/syn_004276.png,Ø12.155,Ø12.155,,,simple_diameter,False,False,-0.1
4277,syn_004277.png,images/syn_004277.png,4x M6,4x M6,,,simple_thread_qty,False,False,0.2
4278,syn_004278.png,images/syn_004278.png,0.25 +0.003/0,0.25,+0.003,0,stacked_fraction,True,False,-0.56
4279,syn_004279.png,images/syn_004279.png,Ø32 -0.002/-0.007,Ø32,-0.002,-0.007,stacked_fraction,True,False,-0.31
4280,syn_004280.png,images/syn_004280.png,15.80 0/-0.02,15.80,0,-0.02,stacked_fraction,True,False,-0.19
4281,syn_004281.png,images/syn_004281.png,0.941 +0.015/-0.02,0.941,+0.015,-0.02,stacked_normal,False,False,-0.54
4282,syn_004282.png,images/syn_004282.png,0.0063±0.005,0.0063,+0.005,-0.005,symmetric_tight,False,False,0.22
4283,syn_004283.png,images/syn_004283.png,Ø15.80 -0.01/-0.013,Ø15.80,-0.01,-0.013,stacked_fraction,True,False,-0.2
4284,syn_004284.png,images/syn_004284.png,2.797±0.01,2.797,+0.01,-0.01,symmetric_tight,False,False,0.31
4285,syn_004285.png,images/syn_004285.png,Ø25±0.1,Ø25,+0.1,-0.1,symmetric_tight,False,False,-0.56
4286,syn_004286.png,images/syn_004286.png,"1°59'31""","1°59'31""",,,angle_dms_full,False,False,-0.59
4287,syn_004287.png,images/syn_004287.png,74.226 0/-0.005,74.226,0,-0.005,stacked_fraction,True,False,0.36
4288,syn_004288.png,images/syn_004288.png,R1.5 MIN,R1.5 MIN,,,simple_radius_corner,False,False,-0.55
4289,syn_004289.png,images/syn_004289.png,24.50 +0.05/0,24.50,+0.05,0,stacked_fraction,True,False,-0.44
4290,syn_004290.png,images/syn_004290.png,4.04 +0.01/0,4.04,+0.01,0,stacked_normal,False,False,0.72
4291,syn_004291.png,images/syn_004291.png,C50 0/-0.02,C50,0,-0.02,stacked_fraction,True,False,-0.36
4292,syn_004292.png,images/syn_004292.png,M7.525 +0.01/-0.03,M7.525,+0.01,-0.03,stacked_fraction,True,False,0.77
4293,syn_004293.png,images/syn_004293.png,Ø24.50±0.05,Ø24.50,+0.05,-0.05,symmetric_tight,False,False,-0.65
4294,syn_004294.png,images/syn_004294.png,Ø11.89 +0.005/+0.002,Ø11.89,+0.005,+0.002,stacked_fraction,True,False,-0.59
4295,syn_004295.png,images/syn_004295.png,70.272±0.025,70.272,+0.025,-0.025,symmetric_tight,False,False,-0.32
4296,syn_004296.png,images/syn_004296.png,0.008 +0.01/+0.005,0.008,+0.01,+0.005,stacked_normal,False,False,0.75
4297,syn_004297.png,images/syn_004297.png,90°22',90°22',,,angle_dms_min,False,False,44.21
4298,syn_004298.png,images/syn_004298.png,Ø49.082 +0.003/0,Ø49.082,+0.003,0,stacked_fraction,True,False,0.27
4299,syn_004299.png,images/syn_004299.png,45°±10',45°,+10',-10',angle_dms_tol,False,False,-16.26
4300,syn_004300.png,images/syn_004300.png,0.008 +0.005/0,0.008,+0.005,0,stacked_normal,False,False,0.52
4301,syn_004301.png,images/syn_004301.png,26.635,26.635,,,simple_nominal_plain,False,False,-0.76
4302,syn_004302.png,images/syn_004302.png,0.4271±0.005,0.4271,+0.005,-0.005,symmetric_tight,False,False,-0.5
4303,syn_004303.png,images/syn_004303.png,Ø0.2620 0/-0.002,Ø0.2620,0,-0.002,stacked_normal,False,False,-0.3
4304,syn_004304.png,images/syn_004304.png,Ø7.525 0/-0.002,Ø7.525,0,-0.002,stacked_normal,False,False,0.69
4305,syn_004305.png,images/syn_004305.png,Ø54.406 +0.05/-0.005,Ø54.406,+0.05,-0.005,stacked_normal,False,False,-0.12
4306,syn_004306.png,images/syn_004306.png,25.828 0/-0.002,25.828,0,-0.002,stacked_normal,False,False,1.6
4307,syn_004307.png,images/syn_004307.png,R40±0.02,R40,+0.02,-0.02,symmetric_tight,False,False,-0.1
4308,syn_004308.png,images/syn_004308.png,R0.1458±0.002,R0.1458,+0.002,-0.002,symmetric_tight,False,False,-0.02
4309,syn_004309.png,images/syn_004309.png,45°±0.5°,45°,+0.5°,-0.5°,angle_dms_tol,False,False,-0.46
4310,syn_004310.png,images/syn_004310.png,R0.1MAX,R0.1MAX,,,simple_radius_corner,False,False,15.25
4311,syn_004311.png,images/syn_004311.png,12.160 +0.005/-0.01,12.160,+0.005,-0.01,stacked_fraction,True,False,0.64
4312,syn_004312.png,images/syn_004312.png,13.769,13.769,,,simple_nominal_plain,False,False,0.76
4313,syn_004313.png,images/syn_004313.png,Ø57.63 +0.01/0,Ø57.63,+0.01,0,stacked_fraction,True,False,0.7
4314,syn_004314.png,images/syn_004314.png,Ø73.65±0.1,Ø73.65,+0.1,-0.1,symmetric_tight,False,False,0.29
4315,syn_004315.png,images/syn_004315.png,15°18',15°18',,,angle_dms_min,False,False,-60.02
4316,syn_004316.png,images/syn_004316.png,M10.50±0.02,M10.50,+0.02,-0.02,symmetric_tight,False,False,-1.97
4317,syn_004317.png,images/syn_004317.png,(50),(50),,,simple_boxed_ref,False,False,0.46
4318,syn_004318.png,images/syn_004318.png,Ø83.994 +0.005/0,Ø83.994,+0.005,0,stacked_normal,False,False,-0.61
4319,syn_004319.png,images/syn_004319.png,45°3',45°3',,,angle_dms_min,False,False,-46.12
4320,syn_004320.png,images/syn_004320.png,1.5,1.5,,,simple_nominal_plain,False,False,-0.09
4321,syn_004321.png,images/syn_004321.png,2.094°,2.094°,,,angle_decimal_deg,False,False,-45.23
4322,syn_004322.png,images/syn_004322.png,7.525 -0.01/-0.012,7.525,-0.01,-0.012,stacked_fraction,True,False,-0.08
4323,syn_004323.png,images/syn_004323.png,"75°18'15""","75°18'15""",,,angle_dms_full,False,False,-0.57
4324,syn_004324.png,images/syn_004324.png,Ø0.4216 -0.001/-0.003,Ø0.4216,-0.001,-0.003,stacked_fraction,True,False,-0.34
4325,syn_004325.png,images/syn_004325.png,0° 3',0° 3',,,angle_dms_min,False,False,-43.92
4326,syn_004326.png,images/syn_004326.png,C0.2,C0.2,,,simple_chamfer,False,False,58.6
4327,syn_004327.png,images/syn_004327.png,C1.0,C1.0,,,simple_chamfer,False,False,30.88
4328,syn_004328.png,images/syn_004328.png,Ø25 0/-0.015,Ø25,0,-0.015,stacked_fraction,True,False,-0.58
4329,syn_004329.png,images/syn_004329.png,Ø56.003 0/-0.05,Ø56.003,0,-0.05,stacked_normal,False,False,0.53
4330,syn_004330.png,images/syn_004330.png,6.952 +0.003/0,6.952,+0.003,0,stacked_fraction,True,False,0.51
4331,syn_004331.png,images/syn_004331.png,C60.639±0.015,C60.639,+0.015,-0.015,symmetric_tight,False,False,0.61
4332,syn_004332.png,images/syn_004332.png,"45°6'28""","45°6'28""",,,angle_dms_full,False,False,-0.13
4333,syn_004333.png,images/syn_004333.png,R3.032 0/-0.015,R3.032,0,-0.015,stacked_normal,False,False,0.71
4334,syn_004334.png,images/syn_004334.png,5.04 +0.02/-0.02,5.04,+0.02,-0.02,stacked_fraction,True,False,0.26
4335,syn_004335.png,images/syn_004335.png,32.313 +0.01/-0.02,32.313,+0.01,-0.02,stacked_normal,False,False,0.48
4336,syn_004336.png,images/syn_004336.png,57.63 +0.005/0,57.63,+0.005,0,stacked_fraction,True,False,-0.78
4337,syn_004337.png,images/syn_004337.png,0.523°,0.523°,,,angle_decimal_deg,False,False,-0.73
4338,syn_004338.png,images/syn_004338.png,16.545 +0.01/+0.005,16.545,+0.01,+0.005,stacked_normal,False,False,-0.6
4339,syn_004339.png,images/syn_004339.png,0.652 0/-0.003,0.652,0,-0.003,stacked_normal,False,False,0.4
4340,syn_004340.png,images/syn_004340.png,Ø50.00 +0.012/+0.01,Ø50.00,+0.012,+0.01,stacked_fraction,True,False,0.59
4341,syn_004341.png,images/syn_004341.png,60°34',60°34',,,angle_dms_min,False,False,-0.05
4342,syn_004342.png,images/syn_004342.png,R5 MAX,R5 MAX,,,simple_radius_corner,False,False,46.45
4343,syn_004343.png,images/syn_004343.png,26.197 -0.01/-0.012,26.197,-0.01,-0.012,stacked_fraction,True,False,0.8
4344,syn_004344.png,images/syn_004344.png,C1.0,C1.0,,,simple_chamfer,False,False,0.53
4345,syn_004345.png,images/syn_004345.png,32 0/-0.01,32,0,-0.01,stacked_fraction,True,False,0.57
4346,syn_004346.png,images/syn_004346.png,R3.032 0/-0.002,R3.032,0,-0.002,stacked_fraction,True,False,-0.31
4347,syn_004347.png,images/syn_004347.png,C1.5,C1.5,,,simple_chamfer,False,False,-43.96
4348,syn_004348.png,images/syn_004348.png,"25°57'45""","25°57'45""",,,angle_dms_full,False,False,16.15
4349,syn_004349.png,images/syn_004349.png,Ø54.427±0.05,Ø54.427,+0.05,-0.05,symmetric_tight,False,False,-0.47
4350,syn_004350.png,images/syn_004350.png,Ø0.290 0/-0.02,Ø0.290,0,-0.02,stacked_normal,False,False,0.67
4351,syn_004351.png,images/syn_004351.png,33.613 0/-0.002,33.613,0,-0.002,stacked_normal,False,False,5.72
4352,syn_004352.png,images/syn_004352.png,R2,R2,,,simple_radius_corner,False,False,0.25
4353,syn_004353.png,images/syn_004353.png,82.499 +0.005/0,82.499,+0.005,0,stacked_fraction,True,False,0.5
4354,syn_004354.png,images/syn_004354.png,Ø3.032±0.015,Ø3.032,+0.015,-0.015,symmetric_tight,False,False,0.78
4355,syn_004355.png,images/syn_004355.png,0.785°,0.785°,,,angle_decimal_deg,False,False,60.01
4356,syn_004356.png,images/syn_004356.png,Ø2.75 0/-0.015,Ø2.75,0,-0.015,stacked_normal,False,False,0.45
4357,syn_004357.png,images/syn_004357.png,Ø8,Ø8,,,simple_diameter,False,False,-0.66
4358,syn_004358.png,images/syn_004358.png,53.840 -0.002/-0.005,53.840,-0.002,-0.005,stacked_normal,False,False,0.37
4359,syn_004359.png,images/syn_004359.png,R29.177 +0.01/0,R29.177,+0.01,0,stacked_fraction,True,False,-0.17
4360,syn_004360.png,images/syn_004360.png,0.262°,0.262°,,,angle_decimal_deg,False,False,28.84
4361,syn_004361.png,images/syn_004361.png,Ø79.083 -0.001/-0.003,Ø79.083,-0.001,-0.003,stacked_normal,False,False,0.17
4362,syn_004362.png,images/syn_004362.png,1.571°,1.571°,,,angle_decimal_deg,False,False,60.81
4363,syn_004363.png,images/syn_004363.png,M18.011 -0.001/-0.003,M18.011,-0.001,-0.003,stacked_fraction,True,False,-0.14
4364,syn_004364.png,images/syn_004364.png,71.399 -0.003/-0.006,71.399,-0.003,-0.006,stacked_fraction,True,False,-0.65
4365,syn_004365.png,images/syn_004365.png,Ø45.258±0.1,Ø45.258,+0.1,-0.1,symmetric_tight,False,False,-0.63
4366,syn_004366.png,images/syn_004366.png,60 +0.015/+0.01,60,+0.015,+0.01,stacked_fraction,True,False,-0.15
4367,syn_004367.png,images/syn_004367.png,C0.1,C0.1,,,simple_chamfer,False,False,0.38
4368,syn_004368.png,images/syn_004368.png,"89° 11' 31""","89° 11' 31""",,,angle_dms_full,False,False,-60.8
4369,syn_004369.png,images/syn_004369.png,91.989 +0.015/-0.005,91.989,+0.015,-0.005,stacked_normal,False,False,0.56
4370,syn_004370.png,images/syn_004370.png,R0.4375±0.01,R0.4375,+0.01,-0.01,symmetric_tight,False,False,0.78
4371,syn_004371.png,images/syn_004371.png,12.50 +0.02/-0.01,12.50,+0.02,-0.01,stacked_normal,False,False,-0.78
4372,syn_004372.png,images/syn_004372.png,R0.2MAX,R0.2MAX,,,simple_radius_corner,False,False,0.23
4373,syn_004373.png,images/syn_004373.png,C0.5,C0.5,,,simple_chamfer,False,False,-0.27
4374,syn_004374.png,images/syn_004374.png,R0.05,R0.05,,,simple_radius_corner,False,False,30.65
4375,syn_004375.png,images/syn_004375.png,"89°35'14""","89°35'14""",,,angle_dms_full,False,False,-0.06
4376,syn_004376.png,images/syn_004376.png,Ø37.532±0.1,Ø37.532,+0.1,-0.1,symmetric_tight,False,False,1.6
4377,syn_004377.png,images/syn_004377.png,M0.25 +0.01/+0.005,M0.25,+0.01,+0.005,stacked_fraction,True,False,-2.5
4378,syn_004378.png,images/syn_004378.png,16.350 +0.004/+0.002,16.350,+0.004,+0.002,stacked_normal,False,False,0.51
4379,syn_004379.png,images/syn_004379.png,5.04 0/-0.005,5.04,0,-0.005,stacked_normal,False,False,-0.36
4380,syn_004380.png,images/syn_004380.png,"15°30'11""","15°30'11""",,,angle_dms_full,False,False,-45.58
4381,syn_004381.png,images/syn_004381.png,79.444,79.444,,,simple_nominal_plain,False,False,0.04
4382,syn_004382.png,images/syn_004382.png,R5 MAX,R5 MAX,,,simple_radius_corner,False,False,13.78
4383,syn_004383.png,images/syn_004383.png,7.525 0/-0.005,7.525,0,-0.005,stacked_normal,False,False,-0.37
4384,syn_004384.png,images/syn_004384.png,R0.03,R0.03,,,simple_radius_corner,False,False,-0.42
4385,syn_004385.png,images/syn_004385.png,M3.032 0/-0.008,M3.032,0,-0.008,stacked_normal,False,False,-0.09
4386,syn_004386.png,images/syn_004386.png,R2 MAX,R2 MAX,,,simple_radius_corner,False,False,0.37
4387,syn_004387.png,images/syn_004387.png,Ø12.50 +0.015/0,Ø12.50,+0.015,0,stacked_normal,False,False,-0.22
4388,syn_004388.png,images/syn_004388.png,87.498 +0.015/0,87.498,+0.015,0,stacked_fraction,True,False,-4.85
4389,syn_004389.png,images/syn_004389.png,30°52',30°52',,,angle_dms_min,False,False,-0.61
4390,syn_004390.png,images/syn_004390.png,0.052°,0.052°,,,angle_decimal_deg,False,False,-0.37
4391,syn_004391.png,images/syn_004391.png,Ø0.1950 0/-0.02,Ø0.1950,0,-0.02,stacked_fraction,True,False,-0.21
4392,syn_004392.png,images/syn_004392.png,0.25,0.25,,,simple_nominal_plain,False,False,0.17
4393,syn_004393.png,images/syn_004393.png,0.25 +0.01/+0.005,0.25,+0.01,+0.005,stacked_fraction,True,False,-0.77
4394,syn_004394.png,images/syn_004394.png,12.5°,12.5°,,,angle_decimal_deg,False,False,0.52
4395,syn_004395.png,images/syn_004395.png,Ø39.290 0/-0.03,Ø39.290,0,-0.03,stacked_fraction,True,False,0.33
4396,syn_004396.png,images/syn_004396.png,Ø60±0.05,Ø60,+0.05,-0.05,symmetric_tight,False,False,0.76
4397,syn_004397.png,images/syn_004397.png,0.262°,0.262°,,,angle_decimal_deg,False,False,0.61
4398,syn_004398.png,images/syn_004398.png,28°37',28°37',,,angle_dms_min,False,False,-30.23
4399,syn_004399.png,images/syn_004399.png,Ø16.350±0.01,Ø16.350,+0.01,-0.01,symmetric_tight,False,False,-0.78
4400,syn_004400.png,images/syn_004400.png,Ø26.197 +0.002/0,Ø26.197,+0.002,0,stacked_fraction,True,False,-0.24
4401,syn_004401.png,images/syn_004401.png,Ø50,Ø50,,,simple_diameter,False,False,-0.49
4402,syn_004402.png,images/syn_004402.png,24 +0.015/0,24,+0.015,0,stacked_normal,False,False,-0.57
4403,syn_004403.png,images/syn_004403.png,"25° 39' 43""","25° 39' 43""",,,angle_dms_full,False,False,61.27
4404,syn_004404.png,images/syn_004404.png,12.150 0/-0.05,12.150,0,-0.05,stacked_fraction,True,False,-0.11
4405,syn_004405.png,images/syn_004405.png,0.25 +0.05/-0.002,0.25,+0.05,-0.002,stacked_fraction,True,False,-0.02
4406,syn_004406.png,images/syn_004406.png,57.63 +0.05/-0.01,57.63,+0.05,-0.01,stacked_normal,False,False,0.24
4407,syn_004407.png,images/syn_004407.png,Ø0.0664 0/-0.03,Ø0.0664,0,-0.03,stacked_fraction,True,False,2.12
